CustomerID;State;City;Zip Code;Latitude;Longitude;Gender;Senior Citizen;Partner;Dependents;Tenure Months;Phone Service;Multiple Lines;Internet Service;Online Security;Online Backup;Device Protection;Tech Support;Streaming TV;Streaming Movies;Contract;Paperless Billing;Payment Method;Monthly Charges;Total Charges;Churn Label;Churn Score;CLTV;Churn Reason;Tenure Category;Monthly Charge Category;Total Services;Churn Risk;CLTV Category;Customer Status
9470-XCCEM;California;Torrance;90504;33,867257;-118,330794;Male;No;Yes;Yes;35;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;No;Month-to-month;Yes;Bank transfer (automatic);89,65;3161,6;No;34;2622;;25-48 Months;High;4;Low Risk;Medium Value;Actived
6519-CFDBX;California;Torrance;90505;33,807882;-118,347957;Female;No;No;No;2;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;45,4;80,95;No;45;4964;;0-12 Months;Medium;1;Medium Risk;High Value;Actived
3902-MIVLE;California;Whittier;90601;34,007353;-118,033683;Male;No;Yes;No;63;Yes;Yes;DSL;Yes;No;Yes;Yes;No;Yes;Two year;No;Mailed check;75,7;4676,7;No;62;5113;;49+ Months;High;6;Low Risk;High Value;Actived
0409-WTMPL;California;Whittier;90602;33,972119;-118,020188;Female;No;Yes;No;58;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;Yes;One year;Yes;Credit card (automatic);110,65;6526,65;No;55;4761;;49+ Months;Premium;7;Low Risk;High Value;Actived
8763-KIAFH;California;Whittier;90603;33,945318;-117,992066;Female;No;Yes;No;27;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Mailed check;20,55;583,3;No;31;2269;;25-48 Months;Low;1;Low Risk;Medium Value;Actived
3669-WHAFY;California;Whittier;90604;33,929704;-118,01208;Female;No;Yes;No;71;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);115,15;8078,1;No;24;4144;;49+ Months;Premium;8;Low Risk;High Value;Actived
3055-VTCGS;California;Whittier;90605;33,960891;-118,032222;Female;No;No;No;63;Yes;No;DSL;No;No;Yes;No;No;Yes;One year;No;Credit card (automatic);58,55;3503,5;No;63;6312;;49+ Months;Medium;3;Low Risk;Vip;Actived
3144-KMTWZ;California;Whittier;90606;33,976678;-118,065875;Male;No;Yes;No;71;Yes;Yes;Fiber optic;No;Yes;Yes;No;No;Yes;Month-to-month;Yes;Bank transfer (automatic);93,25;6669,45;No;63;6035;;49+ Months;High;5;Low Risk;Vip;Actived
2007-QVGAW;California;Cypress;90630;33,818477;-118,038307;Female;No;Yes;Yes;68;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Bank transfer (automatic);19,35;1292,65;No;27;6303;;49+ Months;Low;1;Low Risk;Vip;Actived
5207-PLSTK;California;La Habra;90631;33,940619;-117,9513;Male;No;Yes;Yes;1;Yes;No;DSL;Yes;No;No;No;No;No;Month-to-month;Yes;Mailed check;48,75;48,75;No;58;5068;;0-12 Months;Medium;2;Medium Risk;High Value;Actived
2307-FYNNL;California;La Mirada;90638;33,902045;-118,008961;Male;Yes;No;No;65;Yes;Yes;Fiber optic;Yes;No;Yes;Yes;Yes;Yes;Two year;Yes;Electronic check;109,05;7108,2;No;29;5692;;49+ Months;Premium;7;Low Risk;High Value;Actived
5605-XNWEN;California;Montebello;90640;34,015217;-118,109962;Male;Yes;Yes;No;72;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Bank transfer (automatic);25;1802,55;No;69;4055;;49+ Months;Low;2;Low Risk;High Value;Actived
2155-AMQRX;California;Norwalk;90650;33,905963;-118,08263;Female;No;No;No;28;Yes;Yes;DSL;No;No;No;Yes;No;No;Month-to-month;Yes;Credit card (automatic);54,9;1505,15;No;26;2885;;25-48 Months;Medium;3;Low Risk;Medium Value;Actived
6181-AXXYF;California;Pico Rivera;90660;33,989524;-118,089299;Male;No;Yes;Yes;72;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);24,75;1859,1;No;71;4185;;49+ Months;Low;2;Low Risk;High Value;Actived
5091-HFAZW;California;Santa Fe Springs;90670;33,933565;-118,062611;Female;No;No;No;2;Yes;No;Fiber optic;Yes;Yes;No;No;Yes;No;Month-to-month;Yes;Electronic check;91,15;168,5;No;52;2686;;0-12 Months;High;4;High Risk;Medium Value;Actived
2519-LBNQL;California;Artesia;90701;33,867593;-118,080637;Male;Yes;Yes;No;60;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;One year;Yes;Electronic check;104,35;6339,45;No;73;4040;;49+ Months;Premium;6;Low Risk;High Value;Actived
8623-ULFNQ;California;Cerritos;90703;33,8681;-118,067402;Female;Yes;No;No;26;Yes;Yes;DSL;No;No;No;Yes;No;Yes;Month-to-month;Yes;Electronic check;66,05;1652,4;No;43;3225;;25-48 Months;Medium;4;Low Risk;Medium Value;Actived
1568-LJSZU;California;Harbor City;90710;33,798266;-118,300237;Male;No;Yes;No;68;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);92,2;6392,85;No;43;4451;;49+ Months;High;8;Low Risk;High Value;Actived
7789-HKSBS;California;Lakewood;90713;33,847755;-118,112532;Female;Yes;Yes;No;42;Yes;Yes;Fiber optic;Yes;No;Yes;No;Yes;Yes;One year;Yes;Bank transfer (automatic);105,2;4599,15;No;36;5573;;25-48 Months;Premium;6;Low Risk;High Value;Actived
7416-CKTEP;California;Lakewood;90715;33,841027;-118,078097;Female;No;Yes;No;57;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Bank transfer (automatic);19,6;1134,25;No;77;6064;;49+ Months;Low;1;Low Risk;Vip;Actived
2586-CWXVV;California;Hawaiian Gardens;90716;33,830431;-118,074071;Male;No;Yes;No;54;No;No phone service;DSL;No;Yes;No;No;No;No;Month-to-month;No;Electronic check;30,4;1621,35;No;78;4778;;49+ Months;Low;1;Low Risk;High Value;Actived
2348-KCJLT;California;Los Alamitos;90720;33,79499;-118,065591;Female;No;Yes;No;44;Yes;No;DSL;Yes;Yes;Yes;No;No;No;One year;Yes;Mailed check;61,5;2722,2;No;21;2059;;25-48 Months;Medium;4;Low Risk;Medium Value;Actived
8401-EMUWF;California;Paramount;90723;33,897122;-118,164432;Male;No;Yes;Yes;42;Yes;Yes;DSL;Yes;Yes;No;No;Yes;No;Month-to-month;Yes;Bank transfer (automatic);69,4;3058,3;No;36;4701;;25-48 Months;Medium;5;Low Risk;High Value;Actived
4193-IBKSW;California;San Pedro;90731;33,736387;-118,284363;Male;No;Yes;Yes;72;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);24,75;1769,6;No;67;6232;;49+ Months;Low;2;Low Risk;Vip;Actived
5377-NDTOU;California;San Pedro;90732;33,744119;-118,31448;Female;No;Yes;No;71;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Mailed check;91,05;6293,75;No;39;4644;;49+ Months;High;8;Low Risk;High Value;Actived
2474-LCNUE;California;Sunset Beach;90742;33,719221;-118,073596;Female;No;Yes;No;23;Yes;Yes;DSL;No;No;No;Yes;Yes;Yes;Month-to-month;Yes;Credit card (automatic);73,65;1642,75;No;61;2590;;13-24 Months;High;5;Medium Risk;Medium Value;Actived
0839-QNXME;California;Surfside;90743;33,728273;-118,085304;Female;No;No;No;30;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);19,4;578,5;No;78;3986;;25-48 Months;Low;1;Low Risk;Medium Value;Actived
3506-OVLKD;California;Wilmington;90744;33,782068;-118,262263;Male;No;No;No;35;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Bank transfer (automatic);26,2;954,9;No;80;4419;;25-48 Months;Low;2;Low Risk;High Value;Actived
6650-VJONK;California;Carson;90746;33,859171;-118,252272;Male;No;No;No;1;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);43,85;43,85;No;39;5913;;0-12 Months;Medium;1;Medium Risk;High Value;Actived
2178-PMGCJ;California;Long Beach;90802;33,752524;-118,210737;Male;No;No;No;22;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;69,7;1490,4;No;32;4838;;13-24 Months;Medium;1;Medium Risk;High Value;Actived
7492-TAFJD;California;Long Beach;90803;33,760458;-118,129725;Male;No;Yes;No;7;No;No phone service;DSL;Yes;Yes;Yes;No;No;No;Two year;No;Mailed check;38,55;280;No;70;3345;;0-12 Months;Medium;3;Low Risk;Medium Value;Actived
2773-MADBQ;California;Long Beach;90804;33,783047;-118,1486;Female;No;No;No;36;No;No phone service;DSL;Yes;Yes;Yes;Yes;No;Yes;Two year;Yes;Mailed check;53,1;1901,25;No;40;2751;;25-48 Months;Medium;5;Low Risk;Medium Value;Actived
6016-LVTJQ;California;Long Beach;90805;33,864622;-118,179626;Female;No;Yes;Yes;34;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;20,65;716,4;No;74;5099;;25-48 Months;Low;1;Low Risk;High Value;Actived
7860-KSUGX;California;Long Beach;90806;33,802664;-118,179971;Male;No;Yes;No;72;Yes;Yes;DSL;Yes;Yes;Yes;No;No;No;Two year;No;Credit card (automatic);64,45;4720;No;74;6330;;49+ Months;Medium;5;Low Risk;Vip;Actived
8966-KZXXA;California;Long Beach;90807;33,830099;-118,182239;Male;No;Yes;Yes;36;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);25,1;930,95;No;45;3040;;25-48 Months;Low;2;Low Risk;Medium Value;Actived
5149-QYTTU;California;Long Beach;90814;33,771612;-118,143866;Female;No;Yes;Yes;71;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;No;No;One year;Yes;Credit card (automatic);95,15;6770,85;No;41;5647;;49+ Months;High;6;Low Risk;High Value;Actived
2070-XYMFH;California;Long Beach;90815;33,797638;-118,11662;Female;Yes;No;No;23;Yes;Yes;Fiber optic;No;No;Yes;No;No;No;Month-to-month;Yes;Mailed check;79,35;1835,3;No;50;3558;;13-24 Months;High;3;Medium Risk;Medium Value;Actived
2085-BOJKI;California;Long Beach;90822;33,778436;-118,118648;Male;No;Yes;No;17;Yes;No;Fiber optic;No;No;Yes;No;Yes;Yes;One year;Yes;Bank transfer (automatic);96,65;1588,25;No;37;5228;;13-24 Months;High;4;Low Risk;High Value;Actived
0817-HSUSE;California;Altadena;91001;34,196837;-118,142236;Male;No;No;No;1;Yes;No;DSL;No;No;Yes;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;75,5;75,5;No;43;2954;;0-12 Months;High;5;High Risk;Medium Value;Actived
5442-PPTJY;California;Arcadia;91006;34,137319;-118,029837;Male;No;Yes;Yes;12;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;19,7;258,35;No;24;5104;;0-12 Months;Low;1;Low Risk;High Value;Actived
1927-QEWMY;California;Arcadia;91007;34,128284;-118,047732;Female;No;Yes;No;72;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);20,5;1502,25;No;25;6302;;49+ Months;Low;1;Low Risk;Vip;Actived
1663-MHLHE;California;Duarte;91010;34,145695;-117,95982;Male;No;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;19,2;19,2;No;44;4629;;0-12 Months;Low;1;Medium Risk;High Value;Actived
5663-QBGIS;California;La Canada Flintridge;91011;34,234912;-118,153729;Male;Yes;Yes;No;72;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Two year;No;Bank transfer (automatic);98,35;6929,4;No;73;6120;;49+ Months;High;5;Low Risk;Vip;Actived
4450-MDZFX;California;Monrovia;91016;34,1528;-118,000482;Male;No;Yes;Yes;60;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Bank transfer (automatic);74,35;4453,3;No;26;5100;;49+ Months;High;2;Low Risk;High Value;Actived
6701-DHKWQ;California;Montrose;91020;34,2112;-118,230625;Female;No;Yes;No;61;No;No phone service;DSL;No;Yes;Yes;Yes;Yes;No;Two year;No;Credit card (automatic);51,35;3244,4;No;55;4159;;49+ Months;Medium;4;Low Risk;High Value;Actived
7554-AKDQF;California;Sierra Madre;91024;34,168686;-118,057505;Female;No;Yes;No;6;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Mailed check;45,65;323,45;No;40;4227;;0-12 Months;Medium;1;Medium Risk;High Value;Actived
0794-YVSGE;California;Pasadena;91101;34,146635;-118,139225;Male;No;Yes;Yes;72;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);20,3;1401,15;No;76;5265;;49+ Months;Low;1;Low Risk;High Value;Actived
5423-BHIXO;California;Pasadena;91103;34,167465;-118,165327;Female;No;No;No;32;Yes;Yes;DSL;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;54,2;1739,6;No;43;4454;;25-48 Months;Medium;3;Low Risk;High Value;Actived
6908-VVYHM;California;Pasadena;91104;34,165383;-118,123752;Male;No;Yes;No;65;Yes;Yes;Fiber optic;No;Yes;No;No;No;Yes;Month-to-month;Yes;Electronic check;90,65;5931;No;70;6358;;49+ Months;High;4;Low Risk;Vip;Actived
2959-EEXWB;California;Pasadena;91105;34,13946;-118,166649;Female;No;Yes;Yes;45;No;No phone service;DSL;Yes;No;No;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);50,9;2333,85;No;64;3937;;25-48 Months;Medium;3;Low Risk;Medium Value;Actived
1839-UMACK;California;Pasadena;91106;34,139402;-118,128658;Male;No;No;No;42;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Electronic check;25,05;949,85;No;55;3756;;25-48 Months;Low;2;Low Risk;Medium Value;Actived
3030-YDNRM;California;Pasadena;91107;34,159007;-118,087353;Male;No;No;No;8;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;74,85;572,45;No;40;5514;;0-12 Months;High;2;High Risk;High Value;Actived
7321-KKSDU;California;San Marino;91108;34,122671;-118,112911;Male;No;No;Yes;32;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;20,5;696,8;No;50;3114;;25-48 Months;Low;1;Low Risk;Medium Value;Actived
3402-XRIUO;California;Glendale;91201;34,17051;-118,289463;Female;Yes;Yes;No;22;Yes;Yes;DSL;Yes;Yes;No;Yes;No;No;Month-to-month;Yes;Mailed check;63,55;1381,8;No;36;2136;;13-24 Months;Medium;5;Medium Risk;Medium Value;Actived
8286-AFUYI;California;Glendale;91203;34,153338;-118,262974;Male;No;No;No;1;Yes;No;DSL;Yes;No;No;No;No;No;Month-to-month;No;Electronic check;47,95;47,95;No;35;5092;;0-12 Months;Medium;2;Medium Risk;High Value;Actived
8356-WUAOJ;California;Glendale;91205;34,13658;-118,245839;Female;No;Yes;No;1;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;45;45;No;63;5669;;0-12 Months;Medium;1;Medium Risk;High Value;Actived
8058-DMYRU;California;Glendale;91208;34,195386;-118,238508;Male;Yes;No;No;54;Yes;Yes;Fiber optic;No;Yes;No;No;No;Yes;Month-to-month;Yes;Electronic check;90,05;4931,8;No;23;5232;;49+ Months;High;4;Low Risk;High Value;Actived
9350-ZXYJC;California;La Crescenta;91214;34,239636;-118,245259;Female;No;No;No;4;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Credit card (automatic);25,3;116,95;No;63;3808;;0-12 Months;Low;2;Low Risk;Medium Value;Actived
8958-JPTRR;California;Calabasas;91302;34,130861;-118,68346;Female;No;Yes;No;56;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Electronic check;24,3;1261,7;No;33;5052;;49+ Months;Low;2;Low Risk;High Value;Actived
6959-GQEGV;California;Canoga Park;91303;34,19829;-118,602203;Male;No;No;No;45;Yes;No;DSL;Yes;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;75,95;3273,8;No;28;2185;;25-48 Months;High;5;Low Risk;Medium Value;Actived
3173-WSSUE;California;Canoga Park;91304;34,224377;-118,632656;Female;No;Yes;Yes;71;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);19,7;1415,85;No;52;5921;;49+ Months;Low;1;Low Risk;High Value;Actived
1265-HVPZB;California;Winnetka;91306;34,209532;-118,577563;Male;No;Yes;No;59;Yes;No;DSL;Yes;Yes;Yes;No;Yes;No;One year;No;Credit card (automatic);66,4;3958,2;No;64;6432;;49+ Months;Medium;5;Low Risk;Vip;Actived
4115-UMJFQ;California;West Hills;91307;34,199787;-118,68493;Male;No;No;No;69;No;No phone service;DSL;No;Yes;Yes;No;No;No;One year;Yes;Bank transfer (automatic);35,75;2492,25;No;32;4043;;49+ Months;Medium;2;Low Risk;High Value;Actived
7369-TRPFD;California;Chatsworth;91311;34,294142;-118,603883;Male;No;No;No;19;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;18,8;279,2;No;43;2916;;13-24 Months;Low;1;Low Risk;Medium Value;Actived
1098-KFQEC;California;Encino;91316;34,150354;-118,518292;Female;No;Yes;Yes;55;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);19,4;1083;No;23;5366;;49+ Months;Low;1;Low Risk;High Value;Actived
7190-XHTWJ;California;Newbury Park;91320;34,172071;-118,946262;Female;No;No;No;38;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;19,3;755,5;No;32;4705;;25-48 Months;Low;1;Low Risk;High Value;Actived
3537-RYBHH;California;Northridge;91324;34,238208;-118,55029;Female;Yes;Yes;No;47;Yes;Yes;DSL;Yes;Yes;Yes;No;No;No;Month-to-month;Yes;Credit card (automatic);67,45;3252;No;67;4074;;25-48 Months;Medium;5;Low Risk;High Value;Actived
5296-BFCYD;California;San Fernando;91340;34,286131;-118,435969;Male;No;Yes;Yes;46;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Mailed check;20,1;936,85;No;24;3392;;25-48 Months;Low;1;Low Risk;Medium Value;Actived
9359-JANWS;California;North Hills;91343;34,238802;-118,482296;Female;No;Yes;No;65;Yes;No;DSL;Yes;No;Yes;Yes;No;No;Two year;No;Credit card (automatic);58,9;3857,1;No;50;5657;;49+ Months;Medium;4;Low Risk;High Value;Actived
3279-DYZQM;California;Santa Clarita;91350;34,502432;-118,41459;Male;No;Yes;Yes;71;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;19,45;1378,45;No;63;5497;;49+ Months;Low;1;Low Risk;High Value;Actived
0523-VNGTF;California;Sun Valley;91352;34,231053;-118,338307;Female;Yes;No;No;52;No;No phone service;DSL;No;Yes;Yes;Yes;Yes;No;Month-to-month;Yes;Electronic check;50,5;2566,3;No;70;5185;;49+ Months;Medium;4;Low Risk;High Value;Actived
9575-IWCAZ;California;Valencia;91354;34,457005;-118,573726;Male;No;Yes;No;6;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;25,1;171;No;31;5161;;0-12 Months;Low;2;Medium Risk;High Value;Actived
7105-MXJLL;California;Valencia;91355;34,43987;-118,644609;Female;Yes;Yes;No;26;Yes;No;DSL;No;No;Yes;No;No;Yes;One year;No;Mailed check;60,7;1597,4;No;68;2502;;25-48 Months;Medium;3;Low Risk;Medium Value;Actived
7064-FRRSW;California;Tarzana;91356;34,157137;-118,548511;Male;Yes;No;No;48;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;One year;Yes;Electronic check;99;4744,35;No;78;3061;;25-48 Months;High;5;Low Risk;Medium Value;Actived
7940-UQQUG;California;Thousand Oaks;91360;34,214054;-118,88109;Female;No;Yes;Yes;64;Yes;Yes;Fiber optic;Yes;No;No;Yes;Yes;Yes;One year;Yes;Bank transfer (automatic);104,4;6721,6;No;33;5133;;49+ Months;Premium;6;Low Risk;High Value;Actived
3961-SXAXY;California;Thousand Oaks;91362;34,191842;-118,822796;Male;No;No;No;1;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);44,05;44,05;No;54;5925;;0-12 Months;Medium;1;Medium Risk;High Value;Actived
7010-BRBUU;California;Woodland Hills;91364;34,153733;-118,593408;Male;No;Yes;Yes;72;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);24,1;1734,65;No;23;4264;;49+ Months;Low;2;Low Risk;High Value;Actived
3566-HJGPK;California;Woodland Hills;91367;34,178068;-118,615714;Male;No;No;No;1;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;45,55;45,55;No;31;3173;;0-12 Months;Medium;1;Medium Risk;Medium Value;Actived
3062-ICYZQ;California;Oak Park;91377;34,19225;-118,776874;Female;No;Yes;Yes;51;Yes;Yes;Fiber optic;Yes;Yes;No;No;No;Yes;Month-to-month;Yes;Electronic check;93,8;4539,35;No;20;5457;;49+ Months;High;5;Low Risk;High Value;Actived
9938-PRCVK;California;Stevenson Ranch;91381;34,364153;-118,615583;Female;No;Yes;Yes;41;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);19,7;804,25;No;52;2902;;25-48 Months;Low;1;Low Risk;Medium Value;Actived
0973-KYVNF;California;Castaic;91384;34,506627;-118,699048;Female;No;Yes;No;72;Yes;No;DSL;Yes;Yes;Yes;No;Yes;No;Two year;Yes;Credit card (automatic);70,65;5011,15;No;75;5176;;49+ Months;High;5;Low Risk;High Value;Actived
5129-HHMZC;California;Van Nuys;91401;34,178483;-118,431791;Female;No;Yes;No;43;Yes;Yes;DSL;Yes;Yes;No;Yes;Yes;Yes;Two year;No;Credit card (automatic);86,45;3574,5;No;53;3110;;25-48 Months;High;7;Low Risk;Medium Value;Actived
9637-CDTKZ;California;Panorama City;91402;34,223768;-118,445461;Male;No;Yes;No;72;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);114,1;8086,4;No;61;4965;;49+ Months;Premium;8;Low Risk;High Value;Actived
3946-JEWRQ;California;Sherman Oaks;91403;34,147149;-118,463365;Male;No;Yes;No;47;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;One year;Yes;Credit card (automatic);95,2;4563;No;72;4977;;25-48 Months;High;4;Low Risk;High Value;Actived
7873-CVMAW;California;Van Nuys;91405;34,202494;-118,448048;Male;No;No;No;72;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic);88,55;6362,35;No;32;6468;;49+ Months;High;8;Low Risk;Vip;Actived
0463-WZZKO;California;Van Nuys;91406;34,195685;-118,490752;Male;No;No;No;3;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Credit card (automatic);20,75;67,1;No;30;2406;;0-12 Months;Low;1;Medium Risk;Medium Value;Actived
4524-QCSSM;California;Encino;91436;34,152875;-118,486056;Male;No;No;No;26;No;No phone service;DSL;Yes;Yes;No;No;No;Yes;Month-to-month;Yes;Bank transfer (automatic);44,65;1156,55;No;33;4512;;25-48 Months;Medium;3;Low Risk;High Value;Actived
5832-EXGTT;California;Burbank;91501;34,188339;-118,300942;Male;No;Yes;Yes;29;Yes;No;DSL;Yes;No;No;No;No;Yes;Month-to-month;Yes;Mailed check;60,2;1834,15;No;76;5517;;25-48 Months;Medium;3;Low Risk;High Value;Actived
2039-JONDJ;California;Burbank;91504;34,213049;-118,317651;Male;No;No;No;27;Yes;No;DSL;Yes;Yes;No;No;No;No;One year;No;Bank transfer (automatic);55,45;1477,65;No;80;3616;;25-48 Months;Medium;3;Low Risk;Medium Value;Actived
7217-JYHOQ;California;Burbank;91505;34,174215;-118,345928;Male;No;Yes;Yes;24;Yes;No;DSL;Yes;Yes;No;Yes;No;Yes;Month-to-month;Yes;Credit card (automatic);70,3;1706,45;No;56;3359;;13-24 Months;High;5;Medium Risk;Medium Value;Actived
6695-FRVEC;California;Burbank;91506;34,169706;-118,323548;Male;No;Yes;No;67;Yes;No;DSL;Yes;No;Yes;Yes;No;No;Two year;Yes;Bank transfer (automatic);60,4;3953,7;No;73;5356;;49+ Months;Medium;4;Low Risk;High Value;Actived
9894-QMIMJ;California;North Hollywood;91602;34,15136;-118,364786;Female;No;No;No;23;Yes;No;DSL;No;Yes;Yes;No;No;No;One year;No;Bank transfer (automatic);55,8;1327,85;No;20;2499;;13-24 Months;Medium;3;Low Risk;Medium Value;Actived
8069-YQQAJ;California;Studio City;91604;34,139082;-118,39275;Male;No;No;No;14;No;No phone service;DSL;No;Yes;No;No;No;No;Month-to-month;Yes;Mailed check;31,1;419,7;No;55;3448;;13-24 Months;Low;1;Medium Risk;Medium Value;Actived
1636-NTNCO;California;Valley Village;91607;34,165783;-118,399795;Male;Yes;No;No;4;No;No phone service;DSL;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Credit card (automatic);50,95;207,35;No;33;2104;;0-12 Months;Medium;3;Medium Risk;Medium Value;Actived
3466-WAESX;California;Rancho Cucamonga;91701;34,132275;-117,611478;Male;No;No;Yes;16;Yes;Yes;DSL;Yes;Yes;No;No;No;Yes;Month-to-month;Yes;Electronic check;69,1;1083,7;No;71;5172;;13-24 Months;Medium;5;Medium Risk;High Value;Actived
9281-PKKZE;California;Azusa;91702;34,174493;-117,87068;Female;No;Yes;No;46;No;No phone service;DSL;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;43,95;2007,85;No;47;4818;;25-48 Months;Medium;2;Low Risk;High Value;Actived
3638-VBZTA;California;Baldwin Park;91706;34,098275;-117,967399;Male;No;No;No;68;Yes;Yes;DSL;Yes;Yes;No;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);86,5;5882,75;No;45;4280;;49+ Months;High;7;Low Risk;High Value;Actived
7459-IMVYU;California;Chino Hills;91709;33,942895;-117,725644;Male;No;No;No;38;Yes;Yes;DSL;Yes;Yes;Yes;Yes;No;No;Month-to-month;No;Electronic check;69,95;2657,55;No;39;5858;;25-48 Months;Medium;6;Low Risk;High Value;Actived
8563-OYMQY;California;Covina;91722;34,097345;-117,906736;Male;No;No;No;17;Yes;No;Fiber optic;No;Yes;Yes;No;No;Yes;Month-to-month;Yes;Credit card (automatic);90,95;1612,2;No;23;5687;;13-24 Months;High;4;Medium Risk;High Value;Actived
0754-EEBDC;California;Covina;91723;34,084747;-117,886844;Male;No;Yes;Yes;4;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;19,9;76,65;No;74;2347;;0-12 Months;Low;1;Low Risk;Medium Value;Actived
5777-ZPQNC;California;Covina;91724;34,08111;-117,853935;Female;No;No;No;12;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Electronic check;20,15;260,7;No;38;4628;;0-12 Months;Low;1;Medium Risk;High Value;Actived
